,Date.,arb_bayaoas_aguilarpang_00.07,Date.1,arb_camilingriver_mayantoctar_98.07,Date.2,aarb_naganriv_lunaapayao_00.10,Date.3,abrb_sinalangriv_lingsadpenarubia_00.03,Date.4,aarb_abulugriv_lukbancagayan,Date.5,crb_aligapay_quirino_01.09,Date.6,crb_benayriv_dupaxnv_06.10,Date.7,crb_buenavista_cagayanriver_isabela_00.05,Date.8,crb_jones_isabela_00.12,Date.9,Stream.Flow,Date.10,crb_dipantan_nagtipunan_quirino_00.08,Date.11,crb_magatriver_bagabagnuevavis_98.02,NA.,Date.12,crb_pinacuananriv_ilaganisabela_00.10,Date.13,crb_tugue_pinacuananriv_00.09,Date.14,crb_saltanriv_pinukpukkalinga_01.10,Date.15,crb_upi_cagayanriver_isabela_00.05,Date.16,prb_baliwagriv_stodomingonuevacija_00.06,Date.17,prb_arayat_pampriver_00-02,Date.18,prb_coronelriv_bongabonnuevaecija_00.04,NA.1,Date.19,prb_pobsanisidro_pampriver_00-05,Date.20,Stream.Flow1,Date.21,prb_riochico_zaragozanuevacija_00.06,Date.22,Stream.Flow2,mrb_stoninoriver_marikina_00-05
781,2/20/2000,NA,2/20/2000,8500,2/20/2000,NA,2/20/2000,1520,2/20/2000,NA,2/20/2000,NA,2/20/2000,,2/20/2000,NA,2/20/2000,173000,2/20/2000,8800,2/20/2000,67200,2/20/2000,121000,NA,2/20/2000,NA,2/20/2000,36250,2/20/2000,NA,2/20/2000,NA,2/20/2000,NA,2/20/2000,97100,2/20/2000,180250,NA,2/20/2000,NA,2/20/2000,NA,2/20/2000,6800,2/20/2000,NA,3860
782,2/21/2000,NA,2/21/2000,8000,2/21/2000,NA,2/21/2000,1520,2/21/2000,NA,2/21/2000,NA,2/21/2000,,2/21/2000,NA,2/21/2000,161600,2/21/2000,7525,2/21/2000,64400,2/21/2000,115000,NA,2/21/2000,NA,2/21/2000,35400,2/21/2000,NA,2/21/2000,NA,2/21/2000,NA,2/21/2000,81800,2/21/2000,180250,NA,2/21/2000,NA,2/21/2000,NA,2/21/2000,7800,2/21/2000,NA,3950
783,2/22/2000,NA,2/22/2000,7500,2/22/2000,NA,2/22/2000,1520,2/22/2000,NA,2/22/2000,NA,2/22/2000,,2/22/2000,NA,2/22/2000,157800,2/22/2000,7950,2/22/2000,64400,2/22/2000,113000,NA,2/22/2000,NA,2/22/2000,34550,2/22/2000,NA,2/22/2000,NA,2/22/2000,NA,2/22/2000,92600,2/22/2000,154250,NA,2/22/2000,NA,2/22/2000,NA,2/22/2000,7600,2/22/2000,NA,3950
784,2/23/2000,NA,2/23/2000,7000,2/23/2000,NA,2/23/2000,1520,2/23/2000,NA,2/23/2000,NA,2/23/2000,,2/23/2000,NA,2/23/2000,154000,2/23/2000,7950,2/23/2000,57000,2/23/2000,113000,NA,2/23/2000,NA,2/23/2000,34550,2/23/2000,NA,2/23/2000,NA,2/23/2000,NA,2/23/2000,89900,2/23/2000,154250,NA,2/23/2000,NA,2/23/2000,NA,2/23/2000,11440,2/23/2000,NA,4220
785,2/24/2000,NA,2/24/2000,6500,2/24/2000,NA,2/24/2000,1520,2/24/2000,NA,2/24/2000,NA,2/24/2000,,2/24/2000,NA,2/24/2000,146800,2/24/2000,7950,2/24/2000,55800,2/24/2000,107000,NA,2/24/2000,NA,2/24/2000,34550,2/24/2000,NA,2/24/2000,NA,2/24/2000,NA,2/24/2000,89900,2/24/2000,154250,NA,2/24/2000,NA,2/24/2000,NA,2/24/2000,12160,2/24/2000,NA,3680
786,2/25/2000,NA,2/25/2000,6000,2/25/2000,NA,2/25/2000,1420,2/25/2000,NA,2/25/2000,NA,2/25/2000,,2/25/2000,NA,2/25/2000,139600,2/25/2000,7950,2/25/2000,55800,2/25/2000,107000,NA,2/25/2000,NA,2/25/2000,33700,2/25/2000,NA,2/25/2000,NA,2/25/2000,NA,2/25/2000,86600,2/25/2000,180250,NA,2/25/2000,NA,2/25/2000,NA,2/25/2000,10960,2/25/2000,NA,3770
787,2/26/2000,NA,2/26/2000,5500,2/26/2000,NA,2/26/2000,1420,2/26/2000,NA,2/26/2000,NA,2/26/2000,,2/26/2000,NA,2/26/2000,132400,2/26/2000,7950,2/26/2000,54600,2/26/2000,107000,NA,2/26/2000,NA,2/26/2000,32850,2/26/2000,NA,2/26/2000,NA,2/26/2000,NA,2/26/2000,84200,2/26/2000,180250,NA,2/26/2000,NA,2/26/2000,NA,2/26/2000,10960,2/26/2000,NA,4040
788,2/27/2000,NA,2/27/2000,5000,2/27/2000,NA,2/27/2000,1420,2/27/2000,NA,2/27/2000,NA,2/27/2000,,2/27/2000,NA,2/27/2000,125200,2/27/2000,7950,2/27/2000,67200,2/27/2000,113000,NA,2/27/2000,NA,2/27/2000,32000,2/27/2000,NA,2/27/2000,NA,2/27/2000,NA,2/27/2000,81800,2/27/2000,180250,NA,2/27/2000,NA,2/27/2000,NA,2/27/2000,9400,2/27/2000,NA,3440
789,2/28/2000,NA,2/28/2000,4500,2/28/2000,NA,2/28/2000,1320,2/28/2000,NA,2/28/2000,NA,2/28/2000,,2/28/2000,NA,2/28/2000,118000,2/28/2000,7100,2/28/2000,55800,2/28/2000,121000,NA,2/28/2000,NA,2/28/2000,32000,2/28/2000,NA,2/28/2000,NA,2/28/2000,NA,2/28/2000,77800,2/28/2000,238250,NA,2/28/2000,NA,2/28/2000,NA,2/28/2000,8000,2/28/2000,NA,3440
790,2/29/2000,NA,2/29/2000,4200,2/29/2000,NA,2/29/2000,1320,2/29/2000,NA,2/29/2000,NA,2/29/2000,,2/29/2000,NA,2/29/2000,111000,2/29/2000,8375,2/29/2000,54600,2/29/2000,111000,NA,2/29/2000,NA,2/29/2000,31150,2/29/2000,NA,2/29/2000,NA,2/29/2000,NA,2/29/2000,76200,2/29/2000,NA,NA,2/29/2000,NA,2/29/2000,NA,2/29/2000,7400,2/29/2000,NA,3520
791,3/1/2000,NA,3/1/2000,3900,3/1/2000,NA,3/1/2000,1230,3/1/2000,NA,3/1/2000,NA,3/1/2000,,3/1/2000,NA,3/1/2000,104000,3/1/2000,7950,3/1/2000,53400,3/1/2000,103100,NA,3/1/2000,NA,3/1/2000,29600,3/1/2000,NA,3/1/2000,NA,3/1/2000,NA,3/1/2000,76200,3/1/2000,70250,NA,3/1/2000,NA,3/1/2000,NA,3/1/2000,7000,3/1/2000,NA,3520
792,3/2/2000,NA,3/2/2000,3600,3/2/2000,NA,3/2/2000,1070,3/2/2000,NA,3/2/2000,NA,3/2/2000,,3/2/2000,NA,3/2/2000,97000,3/2/2000,8375,3/2/2000,52200,3/2/2000,103100,NA,3/2/2000,NA,3/2/2000,29600,3/2/2000,NA,3/2/2000,NA,3/2/2000,NA,3/2/2000,71600,3/2/2000,17250,NA,3/2/2000,NA,3/2/2000,NA,3/2/2000,6800,3/2/2000,NA,4130
793,3/3/2000,NA,3/3/2000,3300,3/3/2000,NA,3/3/2000,910,3/3/2000,NA,3/3/2000,NA,3/3/2000,,3/3/2000,NA,3/3/2000,169200,3/3/2000,8375,3/3/2000,52200,3/3/2000,105000,NA,3/3/2000,NA,3/3/2000,28900,3/3/2000,NA,3/3/2000,NA,3/3/2000,NA,3/3/2000,72300,3/3/2000,17250,NA,3/3/2000,NA,3/3/2000,NA,3/3/2000,6600,3/3/2000,NA,4130
794,3/4/2000,NA,3/4/2000,3000,3/4/2000,NA,3/4/2000,746,3/4/2000,NA,3/4/2000,NA,3/4/2000,,3/4/2000,NA,3/4/2000,295600,3/4/2000,8800,3/4/2000,98400,3/4/2000,113000,NA,3/4/2000,NA,3/4/2000,31150,3/4/2000,NA,3/4/2000,NA,3/4/2000,NA,3/4/2000,77000,3/4/2000,17250,NA,3/4/2000,NA,3/4/2000,NA,3/4/2000,7000,3/4/2000,NA,4490
795,3/5/2000,NA,3/5/2000,2700,3/5/2000,NA,3/5/2000,653,3/5/2000,NA,3/5/2000,NA,3/5/2000,,3/5/2000,NA,3/5/2000,207600,3/5/2000,8800,3/5/2000,115000,3/5/2000,113000,NA,3/5/2000,NA,3/5/2000,53400,3/5/2000,NA,3/5/2000,NA,3/5/2000,NA,3/5/2000,152100,3/5/2000,17250,NA,3/5/2000,NA,3/5/2000,NA,3/5/2000,14800,3/5/2000,NA,4490
796,3/6/2000,NA,3/6/2000,5500,3/6/2000,NA,3/6/2000,591,3/6/2000,NA,3/6/2000,NA,3/6/2000,,3/6/2000,NA,3/6/2000,211500,3/6/2000,16900,3/6/2000,78600,3/6/2000,115000,NA,3/6/2000,NA,3/6/2000,47800,3/6/2000,NA,3/6/2000,NA,3/6/2000,NA,3/6/2000,185800,3/6/2000,70250,NA,3/6/2000,NA,3/6/2000,NA,3/6/2000,22300,3/6/2000,NA,4220
797,3/7/2000,NA,3/7/2000,5000,3/7/2000,NA,3/7/2000,468,3/7/2000,NA,3/7/2000,NA,3/7/2000,,3/7/2000,NA,3/7/2000,466500,3/7/2000,67400,3/7/2000,121000,3/7/2000,117000,NA,3/7/2000,NA,3/7/2000,52250,3/7/2000,NA,3/7/2000,NA,3/7/2000,NA,3/7/2000,191400,3/7/2000,70250,NA,3/7/2000,NA,3/7/2000,NA,3/7/2000,43560,3/7/2000,NA,4220
798,3/8/2000,NA,3/8/2000,4500,3/8/2000,NA,3/8/2000,399,3/8/2000,NA,3/8/2000,NA,3/8/2000,,3/8/2000,NA,3/8/2000,687600,3/8/2000,12650,3/8/2000,137300,3/8/2000,195000,NA,3/8/2000,NA,3/8/2000,32000,3/8/2000,NA,3/8/2000,NA,3/8/2000,NA,3/8/2000,298800,3/8/2000,70250,NA,3/8/2000,NA,3/8/2000,NA,3/8/2000,60760,3/8/2000,NA,4490
799,3/9/2000,NA,3/9/2000,4200,3/9/2000,NA,3/9/2000,376,3/9/2000,NA,3/9/2000,NA,3/9/2000,,3/9/2000,NA,3/9/2000,410800,3/9/2000,12650,3/9/2000,93000,3/9/2000,187500,NA,3/9/2000,NA,3/9/2000,53400,3/9/2000,NA,3/9/2000,NA,3/9/2000,NA,3/9/2000,398000,3/9/2000,17250,NA,3/9/2000,NA,3/9/2000,NA,3/9/2000,65680,3/9/2000,NA,4220
800,3/10/2000,NA,3/10/2000,3900,3/10/2000,NA,3/10/2000,445,3/10/2000,NA,3/10/2000,NA,3/10/2000,,3/10/2000,NA,3/10/2000,303800,3/10/2000,10450,3/10/2000,80200,3/10/2000,150000,NA,3/10/2000,NA,3/10/2000,48800,3/10/2000,NA,3/10/2000,NA,3/10/2000,NA,3/10/2000,303700,3/10/2000,17250,NA,3/10/2000,NA,3/10/2000,NA,3/10/2000,65320,3/10/2000,NA,4220
801,3/11/2000,NA,3/11/2000,3600,3/11/2000,NA,3/11/2000,422,3/11/2000,NA,3/11/2000,NA,3/11/2000,,3/11/2000,NA,3/11/2000,239000,3/11/2000,9900,3/11/2000,72800,3/11/2000,142500,NA,3/11/2000,NA,3/11/2000,45800,3/11/2000,NA,3/11/2000,NA,3/11/2000,NA,3/11/2000,228000,3/11/2000,31250,NA,3/11/2000,NA,3/11/2000,NA,3/11/2000,62120,3/11/2000,NA,3360
802,3/12/2000,NA,3/12/2000,3300,3/12/2000,NA,3/12/2000,422,3/12/2000,NA,3/12/2000,NA,3/12/2000,,3/12/2000,NA,3/12/2000,211500,3/12/2000,9900,3/12/2000,70000,3/12/2000,140000,NA,3/12/2000,NA,3/12/2000,44800,3/12/2000,NA,3/12/2000,NA,3/12/2000,NA,3/12/2000,197000,3/12/2000,31250,NA,3/12/2000,NA,3/12/2000,NA,3/12/2000,59060,3/12/2000,NA,3600
803,3/13/2000,NA,3/13/2000,3000,3/13/2000,NA,3/13/2000,422,3/13/2000,NA,3/13/2000,NA,3/13/2000,,3/13/2000,NA,3/13/2000,195900,3/13/2000,9350,3/13/2000,65800,3/13/2000,135000,NA,3/13/2000,NA,3/13/2000,41800,3/13/2000,NA,3/13/2000,NA,3/13/2000,NA,3/13/2000,144300,3/13/2000,70250,NA,3/13/2000,NA,3/13/2000,NA,3/13/2000,56000,3/13/2000,NA,3600
804,3/14/2000,NA,3/14/2000,2700,3/14/2000,NA,3/14/2000,422,3/14/2000,NA,3/14/2000,NA,3/14/2000,,3/14/2000,NA,3/14/2000,188200,3/14/2000,9350,3/14/2000,64400,3/14/2000,135000,NA,3/14/2000,NA,3/14/2000,39800,3/14/2000,NA,3/14/2000,NA,3/14/2000,NA,3/14/2000,122600,3/14/2000,70250,NA,3/14/2000,NA,3/14/2000,NA,3/14/2000,52940,3/14/2000,NA,3950
805,3/15/2000,NA,3/15/2000,2400,3/15/2000,NA,3/15/2000,399,3/15/2000,NA,3/15/2000,NA,3/15/2000,,3/15/2000,NA,3/15/2000,192000,3/15/2000,8800,3/15/2000,64400,3/15/2000,113000,NA,3/15/2000,NA,3/15/2000,38800,3/15/2000,NA,3/15/2000,NA,3/15/2000,NA,3/15/2000,97100,3/15/2000,70250,NA,3/15/2000,NA,3/15/2000,NA,3/15/2000,49200,3/15/2000,NA,3860
806,3/16/2000,NA,3/16/2000,3900,3/16/2000,NA,3/16/2000,399,3/16/2000,NA,3/16/2000,NA,3/16/2000,,3/16/2000,NA,3/16/2000,180600,3/16/2000,7950,3/16/2000,63000,3/16/2000,111000,NA,3/16/2000,NA,3/16/2000,38800,3/16/2000,NA,3/16/2000,NA,3/16/2000,NA,3/16/2000,89000,3/16/2000,70250,NA,3/16/2000,NA,3/16/2000,NA,3/16/2000,47840,3/16/2000,NA,3860
807,3/17/2000,NA,3/17/2000,3600,3/17/2000,NA,3/17/2000,376,3/17/2000,NA,3/17/2000,NA,3/17/2000,,3/17/2000,NA,3/17/2000,169200,3/17/2000,8375,3/17/2000,59400,3/17/2000,107000,NA,3/17/2000,NA,3/17/2000,37100,3/17/2000,NA,3/17/2000,NA,3/17/2000,NA,3/17/2000,85000,3/17/2000,41250,NA,3/17/2000,NA,3/17/2000,NA,3/17/2000,45800,3/17/2000,NA,3860
808,3/18/2000,NA,3/18/2000,3300,3/18/2000,NA,3/18/2000,376,3/18/2000,NA,3/18/2000,NA,3/18/2000,,3/18/2000,NA,3/18/2000,139600,3/18/2000,7950,3/18/2000,59400,3/18/2000,107000,NA,3/18/2000,NA,3/18/2000,33700,3/18/2000,NA,3/18/2000,NA,3/18/2000,NA,3/18/2000,78600,3/18/2000,41250,NA,3/18/2000,NA,3/18/2000,NA,3/18/2000,44200,3/18/2000,NA,3860
809,3/19/2000,NA,3/19/2000,3000,3/19/2000,NA,3/19/2000,353,3/19/2000,NA,3/19/2000,NA,3/19/2000,,3/19/2000,NA,3/19/2000,118000,3/19/2000,7950,3/19/2000,60600,3/19/2000,97400,NA,3/19/2000,NA,3/19/2000,31150,3/19/2000,NA,3/19/2000,NA,3/19/2000,NA,3/19/2000,81000,3/19/2000,41250,NA,3/19/2000,NA,3/19/2000,NA,3/19/2000,40680,3/19/2000,NA,3860
810,3/20/2000,NA,3/20/2000,2700,3/20/2000,NA,3/20/2000,353,3/20/2000,NA,3/20/2000,NA,3/20/2000,,3/20/2000,NA,3/20/2000,104000,3/20/2000,NA,3/20/2000,60600,3/20/2000,107000,NA,3/20/2000,NA,3/20/2000,30300,3/20/2000,NA,3/20/2000,NA,3/20/2000,NA,3/20/2000,87400,3/20/2000,41250,NA,3/20/2000,NA,3/20/2000,NA,3/20/2000,36200,3/20/2000,NA,3860
811,3/21/2000,NA,3/21/2000,2400,3/21/2000,NA,3/21/2000,330,3/21/2000,NA,3/21/2000,NA,3/21/2000,,3/21/2000,NA,3/21/2000,97000,3/21/2000,7950,3/21/2000,63000,3/21/2000,99300,NA,3/21/2000,NA,3/21/2000,29600,3/21/2000,NA,3/21/2000,NA,3/21/2000,NA,3/21/2000,89900,3/21/2000,17250,NA,3/21/2000,NA,3/21/2000,NA,3/21/2000,32360,3/21/2000,NA,3770
812,3/22/2000,NA,3/22/2000,5500,3/22/2000,NA,3/22/2000,330,3/22/2000,NA,3/22/2000,NA,3/22/2000,,3/22/2000,NA,3/22/2000,83000,3/22/2000,7525,3/22/2000,64400,3/22/2000,93600,NA,3/22/2000,NA,3/22/2000,29600,3/22/2000,NA,3/22/2000,NA,3/22/2000,NA,3/22/2000,87400,3/22/2000,17250,NA,3/22/2000,NA,3/22/2000,NA,3/22/2000,28300,3/22/2000,NA,3770
813,3/23/2000,NA,3/23/2000,4500,3/23/2000,NA,3/23/2000,330,3/23/2000,NA,3/23/2000,NA,3/23/2000,,3/23/2000,NA,3/23/2000,77000,3/23/2000,8375,3/23/2000,63000,3/23/2000,95500,NA,3/23/2000,NA,3/23/2000,28900,3/23/2000,NA,3/23/2000,NA,3/23/2000,NA,3/23/2000,84200,3/23/2000,17250,NA,3/23/2000,NA,3/23/2000,NA,3/23/2000,22600,3/23/2000,NA,4310
814,3/24/2000,NA,3/24/2000,4200,3/24/2000,NA,3/24/2000,330,3/24/2000,NA,3/24/2000,NA,3/24/2000,,3/24/2000,NA,3/24/2000,77000,3/24/2000,8375,3/24/2000,63000,3/24/2000,107000,NA,3/24/2000,NA,3/24/2000,28900,3/24/2000,NA,3/24/2000,NA,3/24/2000,NA,3/24/2000,82600,3/24/2000,17250,NA,3/24/2000,NA,3/24/2000,NA,3/24/2000,19600,3/24/2000,NA,4040
815,3/25/2000,NA,3/25/2000,3900,3/25/2000,NA,3/25/2000,330,3/25/2000,NA,3/25/2000,NA,3/25/2000,,3/25/2000,NA,3/25/2000,125200,3/25/2000,8375,3/25/2000,64400,3/25/2000,103100,NA,3/25/2000,NA,3/25/2000,28200,3/25/2000,NA,3/25/2000,NA,3/25/2000,NA,3/25/2000,88200,3/25/2000,41250,NA,3/25/2000,NA,3/25/2000,NA,3/25/2000,16900,3/25/2000,NA,8780
816,3/26/2000,NA,3/26/2000,3600,3/26/2000,NA,3/26/2000,353,3/26/2000,NA,3/26/2000,NA,3/26/2000,,3/26/2000,NA,3/26/2000,139600,3/26/2000,8375,3/26/2000,64400,3/26/2000,105000,NA,3/26/2000,NA,3/26/2000,28200,3/26/2000,NA,3/26/2000,NA,3/26/2000,NA,3/26/2000,82600,3/26/2000,41250,NA,3/26/2000,NA,3/26/2000,NA,3/26/2000,15100,3/26/2000,NA,22580
817,3/27/2000,NA,3/27/2000,3300,3/27/2000,NA,3/27/2000,353,3/27/2000,NA,3/27/2000,NA,3/27/2000,,3/27/2000,NA,3/27/2000,128800,3/27/2000,7950,3/27/2000,63000,3/27/2000,113000,NA,3/27/2000,NA,3/27/2000,27500,3/27/2000,NA,3/27/2000,NA,3/27/2000,NA,3/27/2000,75400,3/27/2000,41250,NA,3/27/2000,NA,3/27/2000,NA,3/27/2000,13120,3/27/2000,NA,25880
818,3/28/2000,NA,3/28/2000,3000,3/28/2000,NA,3/28/2000,353,3/28/2000,NA,3/28/2000,NA,3/28/2000,,3/28/2000,NA,3/28/2000,104000,3/28/2000,7950,3/28/2000,60600,3/28/2000,107000,NA,3/28/2000,NA,3/28/2000,27500,3/28/2000,NA,3/28/2000,NA,3/28/2000,NA,3/28/2000,75400,3/28/2000,70250,NA,3/28/2000,NA,3/28/2000,NA,3/28/2000,13360,3/28/2000,NA,25880
819,3/29/2000,NA,3/29/2000,2700,3/29/2000,NA,3/29/2000,353,3/29/2000,NA,3/29/2000,NA,3/29/2000,,3/29/2000,NA,3/29/2000,90000,3/29/2000,7525,3/29/2000,53400,3/29/2000,107000,NA,3/29/2000,NA,3/29/2000,26800,3/29/2000,NA,3/29/2000,NA,3/29/2000,NA,3/29/2000,72300,3/29/2000,70250,NA,3/29/2000,NA,3/29/2000,NA,3/29/2000,13840,3/29/2000,NA,25880
820,3/30/2000,NA,3/30/2000,3900,3/30/2000,NA,3/30/2000,353,3/30/2000,NA,3/30/2000,NA,3/30/2000,,3/30/2000,NA,3/30/2000,74000,3/30/2000,6675,3/30/2000,60600,3/30/2000,103100,NA,3/30/2000,NA,3/30/2000,26800,3/30/2000,NA,3/30/2000,NA,3/30/2000,NA,3/30/2000,73000,3/30/2000,70250,NA,3/30/2000,NA,3/30/2000,NA,3/30/2000,13120,3/30/2000,NA,25880
821,3/31/2000,NA,3/31/2000,3600,3/31/2000,NA,3/31/2000,353,3/31/2000,NA,3/31/2000,NA,3/31/2000,,3/31/2000,NA,3/31/2000,118000,3/31/2000,6675,3/31/2000,60600,3/31/2000,103100,NA,3/31/2000,NA,3/31/2000,26100,3/31/2000,NA,3/31/2000,NA,3/31/2000,NA,3/31/2000,77800,3/31/2000,70250,NA,3/31/2000,NA,3/31/2000,NA,3/31/2000,14080,3/31/2000,NA,25880
822,4/1/2000,NA,4/1/2000,3300,4/1/2000,NA,4/1/2000,376,4/1/2000,NA,4/1/2000,NA,4/1/2000,,4/1/2000,NA,4/1/2000,128800,4/1/2000,6675,4/1/2000,60600,4/1/2000,111000,NA,4/1/2000,NA,4/1/2000,26100,4/1/2000,NA,4/1/2000,NA,4/1/2000,NA,4/1/2000,75400,4/1/2000,41250,NA,4/1/2000,NA,4/1/2000,NA,4/1/2000,13600,4/1/2000,NA,25880
823,4/2/2000,NA,4/2/2000,3000,4/2/2000,NA,4/2/2000,376,4/2/2000,NA,4/2/2000,NA,4/2/2000,,4/2/2000,NA,4/2/2000,104000,4/2/2000,6675,4/2/2000,59400,4/2/2000,105000,NA,4/2/2000,NA,4/2/2000,25400,4/2/2000,NA,4/2/2000,NA,4/2/2000,NA,4/2/2000,72300,4/2/2000,41250,NA,4/2/2000,NA,4/2/2000,NA,4/2/2000,12880,4/2/2000,NA,31480
824,4/3/2000,NA,4/3/2000,2700,4/3/2000,NA,4/3/2000,376,4/3/2000,NA,4/3/2000,NA,4/3/2000,,4/3/2000,NA,4/3/2000,90000,4/3/2000,6675,4/3/2000,49900,4/3/2000,101200,NA,4/3/2000,NA,4/3/2000,24700,4/3/2000,NA,4/3/2000,NA,4/3/2000,NA,4/3/2000,74600,4/3/2000,88250,NA,4/3/2000,NA,4/3/2000,NA,4/3/2000,12160,4/3/2000,NA,31480
825,4/4/2000,NA,4/4/2000,2400,4/4/2000,NA,4/4/2000,376,4/4/2000,NA,4/4/2000,NA,4/4/2000,,4/4/2000,NA,4/4/2000,77000,4/4/2000,6250,4/4/2000,48800,4/4/2000,115000,NA,4/4/2000,NA,4/4/2000,24700,4/4/2000,NA,4/4/2000,NA,4/4/2000,NA,4/4/2000,71600,4/4/2000,88250,NA,4/4/2000,NA,4/4/2000,NA,4/4/2000,12400,4/4/2000,NA,31480
826,4/5/2000,NA,4/5/2000,6500,4/5/2000,NA,4/5/2000,376,4/5/2000,NA,4/5/2000,NA,4/5/2000,,4/5/2000,NA,4/5/2000,68000,4/5/2000,6250,4/5/2000,48800,4/5/2000,125000,NA,4/5/2000,NA,4/5/2000,24700,4/5/2000,NA,4/5/2000,NA,4/5/2000,NA,4/5/2000,66700,4/5/2000,88250,NA,4/5/2000,NA,4/5/2000,NA,4/5/2000,13600,4/5/2000,NA,33580
827,4/6/2000,NA,4/6/2000,5500,4/6/2000,NA,4/6/2000,376,4/6/2000,NA,4/6/2000,NA,4/6/2000,,4/6/2000,NA,4/6/2000,80000,4/6/2000,6250,4/6/2000,47700,4/6/2000,150000,NA,4/6/2000,NA,4/6/2000,24000,4/6/2000,NA,4/6/2000,NA,4/6/2000,NA,4/6/2000,75400,4/6/2000,17250,NA,4/6/2000,NA,4/6/2000,NA,4/6/2000,28600,4/6/2000,NA,31480
828,4/7/2000,NA,4/7/2000,5000,4/7/2000,NA,4/7/2000,422,4/7/2000,NA,4/7/2000,NA,4/7/2000,,4/7/2000,NA,4/7/2000,77000,4/7/2000,5825,4/7/2000,63000,4/7/2000,405000,NA,4/7/2000,NA,4/7/2000,24700,4/7/2000,NA,4/7/2000,NA,4/7/2000,NA,4/7/2000,101000,4/7/2000,17250,NA,4/7/2000,NA,4/7/2000,NA,4/7/2000,49540,4/7/2000,NA,25280
829,4/8/2000,NA,4/8/2000,4500,4/8/2000,NA,4/8/2000,491,4/8/2000,NA,4/8/2000,NA,4/8/2000,,4/8/2000,NA,4/8/2000,68000,4/8/2000,5825,4/8/2000,54600,4/8/2000,165000,NA,4/8/2000,NA,4/8/2000,32850,4/8/2000,NA,4/8/2000,NA,4/8/2000,NA,4/8/2000,145600,4/8/2000,17250,NA,4/8/2000,NA,4/8/2000,NA,4/8/2000,43560,4/8/2000,NA,25280
830,4/9/2000,NA,4/9/2000,4200,4/9/2000,NA,4/9/2000,422,4/9/2000,NA,4/9/2000,NA,4/9/2000,,4/9/2000,NA,4/9/2000,74000,4/9/2000,5825,4/9/2000,46600,4/9/2000,145000,NA,4/9/2000,NA,4/9/2000,26800,4/9/2000,NA,4/9/2000,NA,4/9/2000,NA,4/9/2000,157300,4/9/2000,17250,NA,4/9/2000,NA,4/9/2000,NA,4/9/2000,38120,4/9/2000,NA,28280
831,4/10/2000,NA,4/10/2000,3900,4/10/2000,NA,4/10/2000,376,4/10/2000,NA,4/10/2000,NA,4/10/2000,,4/10/2000,NA,4/10/2000,65000,4/10/2000,5825,4/10/2000,45500,4/10/2000,140000,NA,4/10/2000,NA,4/10/2000,25400,4/10/2000,NA,4/10/2000,NA,4/10/2000,NA,4/10/2000,133400,4/10/2000,17250,NA,4/10/2000,NA,4/10/2000,NA,4/10/2000,35240,4/10/2000,NA,37780
832,4/11/2000,NA,4/11/2000,3600,4/11/2000,NA,4/11/2000,353,4/11/2000,NA,4/11/2000,NA,4/11/2000,,4/11/2000,NA,4/11/2000,65000,4/11/2000,5400,4/11/2000,45500,4/11/2000,167500,NA,4/11/2000,NA,4/11/2000,24700,4/11/2000,NA,4/11/2000,NA,4/11/2000,NA,4/11/2000,115700,4/11/2000,70250,NA,4/11/2000,NA,4/11/2000,NA,4/11/2000,31720,4/11/2000,NA,52880
833,4/12/2000,NA,4/12/2000,6500,4/12/2000,NA,4/12/2000,353,4/12/2000,NA,4/12/2000,NA,4/12/2000,,4/12/2000,NA,4/12/2000,65000,4/12/2000,5400,4/12/2000,45500,4/12/2000,150000,NA,4/12/2000,NA,4/12/2000,22750,4/12/2000,NA,4/12/2000,NA,4/12/2000,NA,4/12/2000,103000,4/12/2000,70250,NA,4/12/2000,NA,4/12/2000,NA,4/12/2000,28300,4/12/2000,NA,60880
834,4/13/2000,NA,4/13/2000,5000,4/13/2000,NA,4/13/2000,353,4/13/2000,NA,4/13/2000,NA,4/13/2000,,4/13/2000,NA,4/13/2000,77000,4/13/2000,5400,4/13/2000,43300,4/13/2000,177500,NA,4/13/2000,NA,4/13/2000,22200,4/13/2000,NA,4/13/2000,NA,4/13/2000,NA,4/13/2000,94400,4/13/2000,70250,NA,4/13/2000,NA,4/13/2000,NA,4/13/2000,21700,4/13/2000,NA,60880
835,4/14/2000,NA,4/14/2000,4200,4/14/2000,NA,4/14/2000,330,4/14/2000,NA,4/14/2000,NA,4/14/2000,,4/14/2000,NA,4/14/2000,77000,4/14/2000,5400,4/14/2000,43300,4/14/2000,152500,NA,4/14/2000,NA,4/14/2000,21100,4/14/2000,NA,4/14/2000,NA,4/14/2000,NA,4/14/2000,79400,4/14/2000,70250,NA,4/14/2000,NA,4/14/2000,NA,4/14/2000,16900,4/14/2000,NA,68080
836,4/15/2000,NA,4/15/2000,3900,4/15/2000,NA,4/15/2000,314,4/15/2000,NA,4/15/2000,NA,4/15/2000,,4/15/2000,NA,4/15/2000,71000,4/15/2000,5400,4/15/2000,36400,4/15/2000,145000,NA,4/15/2000,NA,4/15/2000,20550,4/15/2000,NA,4/15/2000,NA,4/15/2000,NA,4/15/2000,73800,4/15/2000,180250,NA,4/15/2000,NA,4/15/2000,NA,4/15/2000,16000,4/15/2000,NA,68080
